variety,variety_ID,clone_ID,clone_num,year,bud_day,flow_day,ver_day,mat_day,notes,File info
Nebbiolo,1240,52759,1,1974,,,,14/8/1974,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A13,4,1974,,,,4/9/1974,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A13,4,1975,,,,9/9/1975,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A13,4,1976,,,,31/8/1976,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A14,6,1969,,,,18/9/1969,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A14,6,1974,,,,28/8/1974,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A14,6,1975,,,,3/9/1975,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A15,8,1965,,,,13/9/1965,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A15,8,1966,,,,6/9/1966,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,425A15,8,1967,,,,6/9/1967,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,1,1956,30/3/1956,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,1,1958,22/3/1958,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,1,1959,27/3/1959,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,1,1960,9/3/1960,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,1,1963,20/3/1963,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,4,1966,1/3/1966,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,4,1968,15/3/1968,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,4,1969,18/3/1969,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,6,1966,1/3/1966,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,6,1967,6/3/1967,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,6,1968,16/3/1968,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,3,1966,1/3/1966,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,3,1967,10/3/1967,,,,,2015-07-12 17.55.43.jpg
Nebbiolo,1240,,3,1968,23/3/1968,,,,,2015-07-12 17.55.43.jpg
Aligote,202,412S9,1,1956,,,,17/9/1956,,2015-07-07 15.55.25.jpg
Aligote,202,412S9,1,1957,,,,16/9/1957,,2015-07-07 15.55.25.jpg
Aligote,202,412S9,1,1958,,,,4/9/1958,,2015-07-07 15.55.25.jpg
Aligote,202,85100,3,1956,,,,17/9/1956,,2015-07-07 15.55.25.jpg
Aligote,202,85100,3,1957,,,,19/8/1957,,2015-07-07 15.55.25.jpg
Aligote,202,85100,3,1958,,,,21/8/1958,,2015-07-07 15.55.25.jpg
Aligote,202,85100,3,1959,,,,19/8/1959,,2015-07-07 15.55.25.jpg
Aligote,202,cl10P2oS3,4,1964,,,,18/8/1964,,2015-07-07 15.55.25.jpg
Aligote,202,cl10P2oS3,4,1965,,,,31/8/1965,,2015-07-07 15.55.25.jpg
Aligote,202,cl10P2oS3,4,1966,,,,18/8/1966,,2015-07-07 15.55.25.jpg
Aligote,202,2RUS451,5,2000,,,,21/8/2000,,2015-07-07 15.55.25.jpg
Aligote,202,,1,1956,28/3/1956,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,1,1957,16/3/1957,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,1,1958,25/3/1958,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,3,1956,27/3/1956,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,3,1957,16/3/1957,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,3,1958,19/3/1958,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,3,1959,13/3/1959,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,4,1964,26/3/1964,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,4,1965,30/3/1965,,,,,2015-07-07 15.55.25.jpg
Aligote,202,,4,1966,21/3/1966,,,,,2015-07-07 15.55.25.jpg
Aligote,202,2RUS451455,5,2000,15/3/2000,,,,,2015-07-07 15.55.25.jpg
Viognier,189,63A6,1,1976,,,9/8/1976,,,2015-07-07 16.27.02.jpg
Viognier,189,63A6,1,1977,,,12/8/1977,,,2015-07-07 16.27.02.jpg
Viognier,189,63A6,1,1978,,,8/8/1978,,,2015-07-07 16.27.02.jpg
Viognier,189,1022A8,6,1979,,,6/8/1979,,,2015-07-07 16.27.02.jpg
Viognier,189,1022A8,6,1980,,,25/8/1980,,,2015-07-07 16.27.02.jpg
Viognier,189,1022A8,6,1981,,,6/8/1981,,,2015-07-07 16.27.02.jpg
Viognier,189,1022A9,7,1979,,,6/8/1979,,,2015-07-07 16.27.02.jpg
Viognier,189,1022A9,7,1980,,,25/8/1980,,,2015-07-07 16.27.02.jpg
Viognier,189,1022A9,7,1981,,,3/8/1981,,,2015-07-07 16.27.02.jpg
Viognier,189,107S4,10,1979,,,6/8/1979,,,2015-07-07 16.27.02.jpg
Viognier,189,107S4,10,1980,,,18/8/1980,,,2015-07-07 16.27.02.jpg
Viognier,189,107S4,10,1981,,,6/8/1981,,,2015-07-07 16.27.02.jpg
Viognier,189,522A10,12,1982,,,26/7/1982,,,2015-07-07 16.27.02.jpg
Viognier,189,522A10,12,1983,,,8/8/1983,,,2015-07-07 16.27.02.jpg
Viognier,189,522A10,12,1984,,,9/8/1984,,,2015-07-07 16.27.02.jpg
Chasselas ,,,1,1976,,,9/8/1976,,,2015-07-07 16.27.02.jpg
Chasselas ,,,1,1977,,,12/8/1977,,,2015-07-07 16.27.02.jpg
Chasselas ,,,1,1978,,,8/8/1978,,,2015-07-07 16.27.02.jpg
Chasselas ,,,6,1979,,,6/8/1979,,,2015-07-07 16.27.02.jpg
Chasselas ,,,6,1980,,,25/8/1980,,,2015-07-07 16.27.02.jpg
Chasselas ,,,6,1981,,,6/8/1981,,,2015-07-07 16.27.02.jpg
Chasselas ,,,7,1979,,,6/8/1979,,,2015-07-07 16.27.02.jpg
Chasselas ,,,7,1980,,,25/8/1980,,,2015-07-07 16.27.02.jpg
Chasselas ,,,7,1981,,,3/8/1981,,,2015-07-07 16.27.02.jpg
Chasselas ,,,10,1979,,,6/8/1979,,,2015-07-07 16.27.02.jpg
Chasselas ,,,10,1980,,,18/8/1980,,,2015-07-07 16.27.02.jpg
Chasselas ,,,10,1981,,,6/8/1981,,,2015-07-07 16.27.02.jpg
Chasselas ,,,12,1982,,,26/7/1982,,,2015-07-07 16.27.02.jpg
Chasselas ,,,12,1983,,,8/8/1983,,,2015-07-07 16.27.02.jpg
Chasselas ,,,12,1984,,,9/8/1984,,,2015-07-07 16.27.02.jpg
Perle de Coaba,1069,611S5,1,1976,,,7/7/1976,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,611S5,1,1977,,,11/7/1977,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,611S5,1,1979,,,10/7/1979,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,611S6,3,1976,,,7/7/1976,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,611S6,3,1977,,,11/7/1977,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,611S6,3,1979,,,2/7/1979,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,115S4,4,1976,,,8/7/1976,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,115S4,4,1977,,,11/7/1977,,,2015-07-12 17.50.05.jpg
Perle de Coaba,1069,115S4,4,1979,,,3/7/1979,,,2015-07-12 17.50.05.jpg
Chasselas ,,,1,1976,,,7/7/1976,,,2015-07-12 17.50.05.jpg
Chasselas ,,,1,1977,,,11/7/1977,,,2015-07-12 17.50.05.jpg
Chasselas ,,,1,1979,,,10/7/1979,,,2015-07-12 17.50.05.jpg
Chasselas ,,,3,1976,,,7/7/1976,,,2015-07-12 17.50.05.jpg
Chasselas ,,,3,1977,,,11/7/1977,,,2015-07-12 17.50.05.jpg
Chasselas ,,,3,1979,,,2/7/1979,,,2015-07-12 17.50.05.jpg
Chasselas ,,,4,1976,,,8/7/1976,,,2015-07-12 17.50.05.jpg
Chasselas ,,,4,1977,,,11/7/1977,,,2015-07-12 17.50.05.jpg
Chasselas ,,,4,1979,,,3/7/1979,,,2015-07-12 17.50.05.jpg
Sangiovese,1241,99A1,3,1960,,,,4/9/1960,,2015-07-12 18.17.59.jpg
Sangiovese,1241,99A1,3,1961,,,,14/8/1961,,2015-07-12 18.17.59.jpg
Sangiovese,1241,99A1,3,1964,,,,2/9/1964,,2015-07-12 18.17.59.jpg
Sangiovese,1241,99A2,4,1960,,,,17/8/1960,,2015-07-12 18.17.59.jpg
Sangiovese,1241,99A2,4,1961,,,,2/9/1961,,2015-07-12 18.17.59.jpg
Sangiovese,1241,99A2,4,1969,,,,10/9/1969,,2015-07-12 18.17.59.jpg
Sangiovese,1241,99A2,4,1995,,,,11/9/1995,,2015-07-12 18.17.59.jpg
Sangiovese,1241,14A3,5,1983,,,,31/8/1983,,2015-07-12 17.50.05.jpg
Sangiovese,1241,14A3,5,1984,,,,17/9/1984,,2015-07-12 18.17.59.jpg
Sangiovese,1241,14A3,5,1985,,,,5/9/1985,,2015-07-12 18.17.59.jpg
Sangiovese,1241,813S4,7,1959,,,,25/8/1959,,2015-07-12 18.17.59.jpg
Sangiovese,1241,813S4,7,1962,,,,10/9/1962,,2015-07-12 18.17.59.jpg
Sangiovese,1241,813S4,7,1963,,,,9/9/1963,,2015-07-12 18.17.59.jpg
Sangiovese,1241,813S4,7,1964,,,,19/8/1964,,2015-07-12 18.17.59.jpg
Sangiovese,1241,813S4,7,1965,,,,7/9/1965,,2015-07-12 18.17.59.jpg
Sangiovese,1241,912A2,9,1959,,,,7/9/1959,,2015-07-12 17.50.05.jpg
Sangiovese,1241,912A2,9,1960,,,,30/8/1960,,2015-07-12 18.17.59.jpg
Sangiovese,1241,912A2,9,1961,,,,28/8/1961,,2015-07-12 18.17.59.jpg
Sangiovese,1241,521S10,10,1979,,,,11/9/1979,,2015-07-12 18.17.59.jpg
Sangiovese,1241,521S10,10,1980,,,,22/9/1980,,2015-07-12 18.17.59.jpg
Sangiovese,1241,521S10,10,1981,,,,8/9/1981,,2015-07-12 18.17.59.jpg
Sangiovese,1241,97S6,11,1959,,,,14/9/1959,,2015-07-12 18.17.59.jpg
Sangiovese,1241,97S6,11,1960,,,,29/8/1960,,2015-07-12 18.17.59.jpg
Sangiovese,1241,97S6,11,1961,,,,28/8/1961,,2015-07-12 18.17.59.jpg
Sangiovese,1241,97S6,11,1989,,,,11/9/1989,,2015-07-12 17.50.05.jpg
Sangiovese,1241,97S6,11,1990,,,,3/9/2009,,2015-07-12 18.17.59.jpg
Sangiovese,1241,98A4,12,1959,,,,7/9/1959,,2015-07-12 18.17.59.jpg
Sangiovese,1241,98A4,12,1960,,,,29/8/1960,,2015-07-12 18.17.59.jpg
Sangiovese,1241,98A4,12,1961,,,,28/8/1961,,2015-07-12 18.17.59.jpg
Sangiovese,1241,79A7,13,1956,,,,4/9/1956,,2015-07-12 18.17.59.jpg
Sangiovese,1241,79A7,13,1957,,,,17/9/1957,,2015-07-12 18.17.59.jpg
Sangiovese,1241,79A7,13,1958,,,,22/8/1958,,2015-07-12 18.17.59.jpg
Sangiovese,1241,79A7,13,1959,,,,25/8/1959,,2015-07-12 17.50.05.jpg
Sangiovese,1241,98S4,14,1959,,,,24/8/1959,,2015-07-12 18.17.59.jpg
Sangiovese,1241,98S4,14,1960,,,,12/9/1960,,2015-07-12 18.17.59.jpg
Sangiovese,1241,98S4,14,1961,,,,11/9/1961,,2015-07-12 18.17.59.jpg
Sangiovese,1241,98S4,14,1964,,,,2/9/1964,,2015-07-12 18.17.59.jpg
Sangiovese,1241,10R8S551555,16,1991,,,,2/9/1991,,2015-07-12 18.17.59.jpg
Sangiovese,1241,10R8S551555,16,1992,,,,14/9/1992,,2015-07-12 18.17.59.jpg
Sangiovese,1241,10R8S551555,16,1993,,,,6/9/1993,,2015-07-12 18.17.59.jpg
Gamay noir,230,,1,1956,28/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,2,1957,7/3/0957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,2,1958,21/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,2,1958,14/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,3,1956,25/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,3,1957,6/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,3,1958,21/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,4,1956,26/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,4,1957,11/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,4,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,6,1956,30/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,6,1957,11/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,6,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,7,1956,26/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,7,1957,11/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,7,1958,25/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,9,1957,7/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,9,1958,27/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,9,1959,14/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,9,1960,10/3/1960,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,10,1956,26/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,10,1957,10/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,10,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,13,1956,28/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,13,1957,7/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,13,1958,28/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,14,1957,10/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,14,1958,1/4/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,14,1959,25/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,14,1960,19/3/1960,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,15,1956,26/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,15,1957,10/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,15,1959,18/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,16,1958,28/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,16,1959,31/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,16,1960,18/3/1960,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,16,1961,15/3/1961,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,16,1962,5/4/1962,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,19,1956,27/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,19,1957,9/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,19,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,20,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,20,1957,9/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,20,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,20,1959,17/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,21,1956,26/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,21,1957,13/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,21,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,22,1956,27/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,22,1957,11/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,22,1958,21/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,23,1956,26/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,23,1957,7/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,23,1958,19/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,24,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,24,1957,9/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,24,1958,25/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,25,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,25,1957,7/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,25,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,25,1959,13/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,26,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,26,1957,7/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,26,1958,26/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,26,1959,16/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,28,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,28,1957,16/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,28,1959,13/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,28,1960,12/3/1960,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,29,1956,28/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,29,1957,13/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,29,1959,13/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,29,1960,15/3/1960,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,30,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,30,1957,7/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,30,1958,28/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,30,1959,20/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,30,1960,11/3/1960,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,31,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,31,1957,9/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,31,1958,27/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,31,1959,13/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,32,1956,24/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,32,1957,7/3/1957,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,32,1958,25/3/1958,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,33,1956,28/3/1956,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,33,1959,18/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,33,1961,3/3/1961,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,33,1962,2/4/1962,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,34,1959,17/3/1959,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,34,1960,12/3/1960,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,34,1961,3/3/1961,,,,,2015-07-07 16.39.57.jpg
Gamay noir,230,,34,1962,2/4/1962,,,,,2015-07-07 16.39.57.jpg
Roussane,147,61A4,1,1956,,,,1/10/1956,,
Roussane,147,61A4,1,1957,,,,16/9/1957,,
Roussane,147,61A4,1,1958,,,,4/9/1958,,
Roussane,147,61A4,1,1959,,,,31/8/1959,,
Roussane,147,10A86,2,1956,,,,17/9/1956,,
Roussane,147,10A86,2,1957,,,,9/9/1957,,
Roussane,147,10A86,2,1958,,,,4/9/1958,,
Roussane,147,416S10,4,1959,,,,24/8/1959,,
Roussane,147,416S10,4,1960,,,,29/8/1960,,
Roussane,147,416S10,4,1961,,,,2/9/1961,,
Roussane,147,416S11,5,1959,,,,24/8/1959,,
Roussane,147,416S11,5,1960,,,,22/8/1960,,
Roussane,147,416S11,5,1961,,,,2/9/1961,,
Roussane,147,10654,7,1963,,,,10/9/1963,,
Roussane,147,10654,7,1964,,,,1/9/1964,,
Roussane,147,10654,7,1965,,,,7/9/1965,,
Roussane,147,102356,8,1964,,,,27/8/1964,,
Roussane,147,102356,8,1965,,,,31/8/1965,,
Roussane,147,102356,8,1966,,,,30/8/1966,,
Roussane,147,721S7,9,1974,,,,17/9/1974,,
Roussane,147,721S7,9,1976,,,,1/9/1976,,
Roussane,147,721S7,9,1977,,,,7/8/1977,,
Roussane,147,,1,1956,31/3/1956,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,1,1957,20/3/1957,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,1,1958,5/4/1958,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,1,1959,25/3/1959,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,2,1956,2/4/1956,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,2,1957,18/3/1957,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,2,1958,3/4/1958,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,4,1959,22/3/1959,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,4,1960,16/3/1960,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,4,1961,23/3/1951,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,4,1962,12/4/1962,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,5,1959,22/3/1959,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,5,1960,18/3/1960,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,5,1961,21/3/1961,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,5,1962,16/4/1962,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,7,1963,8/4/1963,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,7,1964,1/4/1964,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,7,1965,3/4/1965,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,8,1964,1/4/1964,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,8,1965,31/3/1965,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,8,1966,26/3/1966,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,9,1982,25/3/1982,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,9,1983,25/3/1983,,,,,2015-07-07 15.01.29.jpg
Roussane,147,,9,1984,8/4/1984,,,,,2015-07-07 15.01.29.jpg
Pinot Noir,,411A1,,1989,,22/5/1989,,,,2015-07-18 11.25.10.jpg
Pinot Noir,,411A2,,1989,,22/5/1989,,,,2015-07-18 11.25.10.jpg
Pinot Noir,,411A6,,1989,,23/5/1989,,,,2015-07-18 11.25.10.jpg
Pinot Noir,,411A7,,1989,,22/5/1989,,,,2015-07-18 11.25.10.jpg
Pinot Noir,,411S1,,1989,,22/5/1989,,,,2015-07-18 11.25.10.jpg
Pinot Noir,,411S2,,1989,,22/5/1989,,,,2015-07-18 11.25.10.jpg
Terret,,512A8,,1989,,27/5/1989,,,,2015-07-18 11.25.10.jpg
Terret,,512A9,,1989,,27/5/1989,,,,2015-07-18 11.25.10.jpg
Terret,,512S1,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jpg
Terret,,512S2,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jpg
Carignan,,512S5,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jp
Carignan,,512S6,,1989,,27/5/1989,,,,2015-07-18 11.25.10.jp
Carignan,,512S7,,1989,,27/5/1989,,,,2015-07-18 11.25.10.jp
Carignan,,512S9,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jp
Carignan,,51391,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jp
Aramon noir,,513A3,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Aramon noir,,513A4,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Aramon noir,,513A5,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Aramon noir,,513A6,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Aramon noir,,513A7,,1989,,24/5/1989,,,,2015-07-18 11.25.10.jp
Aramon noir,,513A8,,1989,,24/5/1989,,,,2015-07-18 11.25.10.jp
Grenache,,514S6,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Grenache,,514S7,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Grenache,,514S8,,1989,,29/5/1989,,,,2015-07-18 11.25.10.jp
Grenache,,514S9,,1989,,29/5/1989,,,,2015-07-18 11.25.10.jp
Ugni,,518A2,,1989,,2/6/1989,,,,2015-07-18 11.25.10.jp
Ugni,,518A1,,1989,,2/6/1989,,,,2015-07-18 11.25.10.jp
Ugni,,518A3,,1989,,2/6/1989,,,,2015-07-18 11.25.10.jp
Ugni,,518A9,,1989,,2/6/1989,,,,2015-07-18 11.25.10.jp
Chasselas,,610A2,,1989,,1/6/1989,,,,2015-07-18 11.25.10.jp
Chasselas,,610A1,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Chasselas,,911A7,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Chasselas,,911A8,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Chasselas,,1213A6,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Chasselas,,1213A7,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Chasselas,,1213A9,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Syrah,,914S8,,1989,,27/5/1989,,,,2015-07-18 11.25.10.jp
Syrah,,914S9,,1989,,26/5/1989,,,,2015-07-18 11.25.10.jp
Syrah,,915A1,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jp
Syrah,,915A2,,1989,,25/5/1989,,,,2015-07-18 11.25.10.jp
Sauvignon,258,916A3,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jp
Sauvignon,258,916A4,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jp
Cabernet sauvignon,,139A2,,1989,,30/5/1989,,,,2015-07-18 11.25.10.jp
Cabernet sauvignon,,139A3,,1989,,27/5/1989,,,,2015-07-18 11.25.10.jp
Cabernet sauvignon,,139A4,,1989,,24/5/1989,,,,2015-07-18 11.25.10.jp
Cabernet sauvignon,,139A5,,1989,,24/5/1989,,,,2015-07-18 11.25.10.jp
Cabernet sauvignon,,139S3,,1989,,24/5/1989,,,,2015-07-18 11.25.10.jp
Cabernet sauvignon,,139S6,,1989,,22/5/1989,,,,2015-07-18 11.25.10.jp
Sauvignon ,258,cl5P14S7,1,1958,,,,12/8/1958,,2015-07-07 16.44.41.jpg
Sauvignon ,258,cl5P14S7,1,1959,,,,17/8/1959,,2015-07-07 16.44.41.jpg
Sauvignon ,258,cl5P14S7,1,1960,,,,8/8/1960,,2015-07-07 16.44.41.jpg
Sauvignon ,258,cl5P14S7,1,1961,,,,21/8/1961,,2015-07-07 16.44.41.jpg
